Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
O95453	reviewed	PARN_HUMAN	Poly(A)-specific ribonuclease PARN (EC 3.1.13.4) (Deadenylating nuclease) (Deadenylation nuclease) (Polyadenylate-specific ribonuclease)	PARN DAN	Homo sapiens (Human)	639
O95456	reviewed	PSMG1_HUMAN	Proteasome assembly chaperone 1 (PAC-1) (Chromosome 21 leucine-rich protein) (C21-LRP) (Down syndrome critical region protein 2) (Proteasome chaperone homolog 1) (Pba1)	PSMG1 C21LRP DSCR2 PAC1	Homo sapiens (Human)	288
O95461	reviewed	LARG1_HUMAN	Xylosyl- and glucuronyltransferase LARGE1 (EC 2.4.-.-) (Acetylglucosaminyltransferase-like 1A) (Glycosyltransferase-like protein) (LARGE xylosyl- and glucuronyltransferase 1) [Includes: Alpha-1,3-xylosyltransferase LARGE1 (EC 2.4.2.-); Beta-1,3-glucuronyltransferase LARGE1 (EC 2.4.1.-)]	LARGE1 KIAA0609 LARGE	Homo sapiens (Human)	756
O95466	reviewed	FMNL1_HUMAN	Formin-like protein 1 (CLL-associated antigen KW-13) (Leukocyte formin)	FMNL1 C17orf1 C17orf1B FMNL FRL1	Homo sapiens (Human)	1100
O95470	reviewed	SGPL1_HUMAN	Sphingosine-1-phosphate lyase 1 (S1PL) (SP-lyase 1) (SPL 1) (hSPL) (EC 4.1.2.27) (Sphingosine-1-phosphate aldolase)	SGPL1 KIAA1252	Homo sapiens (Human)	568
O95476	reviewed	CNEP1_HUMAN	CTD nuclear envelope phosphatase 1 (EC 3.1.3.16) (Serine/threonine-protein phosphatase dullard)	CTDNEP1 DULLARD	Homo sapiens (Human)	244
O95477	reviewed	ABCA1_HUMAN	Phospholipid-transporting ATPase ABCA1 (EC 7.6.2.1) (ATP-binding cassette sub-family A member 1) (ATP-binding cassette transporter 1) (ABC-1) (ATP-binding cassette 1) (Cholesterol efflux regulatory protein)	ABCA1 ABC1 CERP	Homo sapiens (Human)	2261
O95479	reviewed	G6PE_HUMAN	GDH/6PGL endoplasmic bifunctional protein [Includes: Hexose-6-phosphate dehydrogenase (Glucose 1-dehydrogenase) (GDH) (EC 1.1.1.47) (Glucose-6-phosphate dehydrogenase) (EC 1.1.1.363); 6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)]	H6PD GDH	Homo sapiens (Human)	791
O95484	reviewed	CLD9_HUMAN	Claudin-9	CLDN9	Homo sapiens (Human)	217
O95486	reviewed	SC24A_HUMAN	Protein transport protein Sec24A (SEC24-related protein A)	SEC24A	Homo sapiens (Human)	1093
O95487	reviewed	SC24B_HUMAN	Protein transport protein Sec24B (SEC24-related protein B)	SEC24B	Homo sapiens (Human)	1268
O95497	reviewed	VNN1_HUMAN	Pantetheinase (EC 3.5.1.92) (Pantetheine hydrolase) (Tiff66) (Vascular non-inflammatory molecule 1) (Vanin-1)	VNN1	Homo sapiens (Human)	513
O95503	reviewed	CBX6_HUMAN	Chromobox protein homolog 6	CBX6	Homo sapiens (Human)	412
O95544	reviewed	NADK_HUMAN	NAD kinase (EC 2.7.1.23) (Poly(P)/ATP NAD kinase)	NADK	Homo sapiens (Human)	446
O95551	reviewed	TYDP2_HUMAN	Tyrosyl-DNA phosphodiesterase 2 (Tyr-DNA phosphodiesterase 2) (hTDP2) (EC 3.1.4.-) (5'-tyrosyl-DNA phosphodiesterase) (5'-Tyr-DNA phosphodiesterase) (ETS1-associated protein 2) (ETS1-associated protein II) (EAPII) (TRAF and TNF receptor-associated protein) (Tyrosyl-RNA phosphodiesterase) (VPg unlinkase)	TDP2 EAP2 TTRAP AD-022	Homo sapiens (Human)	362
O95568	reviewed	MET18_HUMAN	Histidine protein methyltransferase 1 homolog (EC 2.1.1.85) (Arsenic-transactivated protein 2) (AsTP2) (Methyltransferase-like protein 18)	METTL18 ASTP2 C1orf156	Homo sapiens (Human)	372
O95571	reviewed	ETHE1_HUMAN	Persulfide dioxygenase ETHE1, mitochondrial (EC 1.13.11.18) (Ethylmalonic encephalopathy protein 1) (Hepatoma subtracted clone one protein) (Sulfur dioxygenase ETHE1)	ETHE1 HSCO	Homo sapiens (Human)	254
O95602	reviewed	RPA1_HUMAN	DNA-directed RNA polymerase I subunit RPA1 (RNA polymerase I subunit A1) (EC 2.7.7.6) (A190) (DNA-directed RNA polymerase I largest subunit) (DNA-directed RNA polymerase I subunit A) (RNA polymerase I 194 kDa subunit) (RPA194)	POLR1A	Homo sapiens (Human)	1720
O95619	reviewed	YETS4_HUMAN	YEATS domain-containing protein 4 (Glioma-amplified sequence 41) (Gas41) (NuMA-binding protein 1) (NuBI-1) (NuBI1)	YEATS4 GAS41	Homo sapiens (Human)	227
O95622	reviewed	ADCY5_HUMAN	Adenylate cyclase type 5 (EC 4.6.1.1) (ATP pyrophosphate-lyase 5) (Adenylate cyclase type V) (Adenylyl cyclase 5) (AC5)	ADCY5	Homo sapiens (Human)	1261
O95628	reviewed	CNOT4_HUMAN	CCR4-NOT transcription complex subunit 4 (EC 2.3.2.27) (CCR4-associated factor 4) (E3 ubiquitin-protein ligase CNOT4) (Potential transcriptional repressor NOT4Hp) (RING-type E3 ubiquitin transferase CNOT4)	CNOT4 NOT4	Homo sapiens (Human)	575
O95630	reviewed	STABP_HUMAN	STAM-binding protein (EC 3.4.19.-) (Associated molecule with the SH3 domain of STAM) (Endosome-associated ubiquitin isopeptidase)	STAMBP AMSH	Homo sapiens (Human)	424
O95631	reviewed	NET1_HUMAN	Netrin-1 (Epididymis tissue protein Li 131P)	NTN1 NTN1L	Homo sapiens (Human)	604
O95633	reviewed	FSTL3_HUMAN	Follistatin-related protein 3 (Follistatin-like protein 3) (Follistatin-related gene protein)	FSTL3 FLRG UNQ674/PRO1308	Homo sapiens (Human)	263
O95639	reviewed	CPSF4_HUMAN	Cleavage and polyadenylation specificity factor subunit 4 (Cleavage and polyadenylation specificity factor 30 kDa subunit) (CPSF 30 kDa subunit) (NS1 effector domain-binding protein 1) (Neb-1) (No arches homolog)	CPSF4 CPSF30 NAR NEB1	Homo sapiens (Human)	269
O95644	reviewed	NFAC1_HUMAN	Nuclear factor of activated T-cells, cytoplasmic 1 (NF-ATc1) (NFATc1) (NFAT transcription complex cytosolic component) (NF-ATc) (NFATc)	NFATC1 NFAT2 NFATC	Homo sapiens (Human)	943
O95671	reviewed	ASML_HUMAN	Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein [Includes: dTTP/UTP pyrophosphatase (dTTPase/UTPase) (EC 3.6.1.9) (Nucleoside triphosphate pyrophosphatase) (Nucleotide pyrophosphatase) (Nucleotide PPase); N-acetylserotonin O-methyltransferase-like protein (ASMTL) (EC 2.1.1.-)]	ASMTL	Homo sapiens (Human)	621
O95684	reviewed	CEP43_HUMAN	Centrosomal protein 43 (FGFR1 oncogene partner)	CEP43 FGFR1OP FOP	Homo sapiens (Human)	399
O95696	reviewed	BRD1_HUMAN	Bromodomain-containing protein 1 (BR140-like protein) (Bromodomain and PHD finger-containing protein 2)	BRD1 BRL BRPF2	Homo sapiens (Human)	1058
O95704	reviewed	APBB3_HUMAN	Amyloid-beta A4 precursor protein-binding family B member 3 (Protein Fe65-like 2) (Fe65L2)	APBB3 FE65L2	Homo sapiens (Human)	486
O95707	reviewed	RPP29_HUMAN	Ribonuclease P protein subunit p29 (hPOP4)	POP4 RPP29	Homo sapiens (Human)	220
O95711	reviewed	LY86_HUMAN	Lymphocyte antigen 86 (Ly-86) (Protein MD-1)	LY86 MD1	Homo sapiens (Human)	162
O95714	reviewed	HERC2_HUMAN	E3 ubiquitin-protein ligase HERC2 (EC 2.3.2.26) (HECT domain and RCC1-like domain-containing protein 2) (HECT-type E3 ubiquitin transferase HERC2)	HERC2	Homo sapiens (Human)	4834
O95715	reviewed	CXL14_HUMAN	C-X-C motif chemokine 14 (Chemokine BRAK) (MIP-2G) (Small-inducible cytokine B14)	CXCL14 MIP2G NJAC SCYB14 PSEC0212 UNQ240/PRO273	Homo sapiens (Human)	111
O95716	reviewed	RAB3D_HUMAN	Ras-related protein Rab-3D	RAB3D GOV RAB16	Homo sapiens (Human)	219
O95718	reviewed	ERR2_HUMAN	Steroid hormone receptor ERR2 (ERR beta-2) (Estrogen receptor-like 2) (Estrogen-related receptor beta) (ERR-beta) (Nuclear receptor subfamily 3 group B member 2)	ESRRB ERRB2 ESRL2 NR3B2	Homo sapiens (Human)	433
O95721	reviewed	SNP29_HUMAN	Synaptosomal-associated protein 29 (SNAP-29) (Soluble 29 kDa NSF attachment protein) (Vesicle-membrane fusion protein SNAP-29)	SNAP29	Homo sapiens (Human)	258
O95727	reviewed	CRTAM_HUMAN	Cytotoxic and regulatory T-cell molecule (Class-I MHC-restricted T-cell-associated molecule) (CD antigen CD355)	CRTAM	Homo sapiens (Human)	393
O95747	reviewed	OXSR1_HUMAN	Serine/threonine-protein kinase OSR1 (EC 2.7.11.1) (Oxidative stress-responsive 1 protein)	OXSR1 KIAA1101 OSR1	Homo sapiens (Human)	527
O95749	reviewed	GGPPS_HUMAN	Geranylgeranyl pyrophosphate synthase (GGPP synthase) (GGPPSase) (EC 2.5.1.-) ((2E,6E)-farnesyl diphosphate synthase) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Farnesyl diphosphate synthase) (Farnesyltranstransferase) (EC 2.5.1.29) (Geranylgeranyl diphosphate synthase) (Geranyltranstransferase) (EC 2.5.1.10)	GGPS1	Homo sapiens (Human)	300
O95750	reviewed	FGF19_HUMAN	Fibroblast growth factor 19 (FGF-19)	FGF19 UNQ334/PRO533	Homo sapiens (Human)	216
O95760	reviewed	IL33_HUMAN	Interleukin-33 (IL-33) (Interleukin-1 family member 11) (IL-1F11) (Nuclear factor from high endothelial venules) (NF-HEV) [Cleaved into: Interleukin-33 (95-270); Interleukin-33 (99-270); Interleukin-33 (109-270)]	IL33 C9orf26 IL1F11 NFHEV	Homo sapiens (Human)	270
O95777	reviewed	LSM8_HUMAN	U6 snRNA-associated Sm-like protein LSm8	LSM8	Homo sapiens (Human)	96
O95785	reviewed	WIZ_HUMAN	Protein Wiz (Widely-interspaced zinc finger-containing protein) (Zinc finger protein 803)	WIZ ZNF803	Homo sapiens (Human)	1651
O95786	reviewed	RIGI_HUMAN	Antiviral innate immune response receptor RIG-I (ATP-dependent RNA helicase DDX58) (EC 3.6.4.13) (DEAD box protein 58) (RIG-I-like receptor 1) (RLR-1) (RNA sensor RIG-I) (Retinoic acid-inducible gene 1 protein) (RIG-1) (Retinoic acid-inducible gene I protein) (RIG-I)	RIGI DDX58	Homo sapiens (Human)	925
O95793	reviewed	STAU1_HUMAN	Double-stranded RNA-binding protein Staufen homolog 1	STAU1 STAU	Homo sapiens (Human)	577
O95801	reviewed	TTC4_HUMAN	Tetratricopeptide repeat protein 4 (TPR repeat protein 4)	TTC4 My044	Homo sapiens (Human)	387
O95819	reviewed	M4K4_HUMAN	Mitogen-activated protein kinase kinase kinase kinase 4 (EC 2.7.11.1) (HPK/GCK-like kinase HGK) (MAPK/ERK kinase kinase kinase 4) (MEK kinase kinase 4) (MEKKK 4) (Nck-interacting kinase)	MAP4K4 HGK KIAA0687 NIK	Homo sapiens (Human)	1239
O95822	reviewed	DCMC_HUMAN	Malonyl-CoA decarboxylase, mitochondrial (MCD) (EC 4.1.1.9)	MLYCD	Homo sapiens (Human)	493
O95825	reviewed	QORL1_HUMAN	Quinone oxidoreductase-like protein 1 (EC 1.-.-.-) (Ferry endosomal RAB5 effector complex subunit 4) (Fy-4) (Protein 4P11) (Quinone oxidoreductase homolog 1) (QOH-1) (Zeta-crystallin homolog)	CRYZL1 4P11 FERRY4	Homo sapiens (Human)	349
O95831	reviewed	AIFM1_HUMAN	Apoptosis-inducing factor 1, mitochondrial (EC 1.6.99.-) (Programmed cell death protein 8)	AIFM1 AIF PDCD8	Homo sapiens (Human)	613
O95833	reviewed	CLIC3_HUMAN	Chloride intracellular channel protein 3 (Glutaredoxin-like oxidoreductase CLIC3) (EC 1.8.-.-)	CLIC3	Homo sapiens (Human)	236
O95834	reviewed	EMAL2_HUMAN	Echinoderm microtubule-associated protein-like 2 (EMAP-2) (HuEMAP-2)	EML2 EMAP2 EMAPL2	Homo sapiens (Human)	649
O95835	reviewed	LATS1_HUMAN	Serine/threonine-protein kinase LATS1 (EC 2.7.11.1) (Large tumor suppressor homolog 1) (WARTS protein kinase) (h-warts)	LATS1 WARTS	Homo sapiens (Human)	1130
O95843	reviewed	GUC1C_HUMAN	Guanylyl cyclase-activating protein 3 (GCAP 3) (Guanylate cyclase activator 1C)	GUCA1C GCAP3	Homo sapiens (Human)	209
O95848	reviewed	NUD14_HUMAN	Uridine diphosphate glucose pyrophosphatase NUDT14 (UDPG pyrophosphatase) (UGPPase) (EC 3.6.1.45) (Nucleoside diphosphate-linked moiety X motif 14) (Nudix motif 14)	NUDT14 UGPP	Homo sapiens (Human)	222
O95858	reviewed	TSN15_HUMAN	Tetraspanin-15 (Tspan-15) (Tetraspan NET-7) (Transmembrane 4 superfamily member 15)	TSPAN15 NET7 TM4SF15 UNQ677/PRO1311	Homo sapiens (Human)	294
O95861	reviewed	BPNT1_HUMAN	3'(2'),5'-bisphosphate nucleotidase 1 (EC 3.1.3.7) (3'-phosphoadenosine 5'-phosphate phosphatase) (PAP phosphatase) (Bisphosphate 3'-nucleotidase 1) (BPntase 1) (HsPIP) (Inositol-polyphosphate 1-phosphatase) (EC 3.1.3.57)	BPNT1	Homo sapiens (Human)	308
O95863	reviewed	SNAI1_HUMAN	Zinc finger protein SNAI1 (Protein snail homolog 1) (Protein sna)	SNAI1 SNAH	Homo sapiens (Human)	264
O95866	reviewed	G6B_HUMAN	Megakaryocyte and platelet inhibitory receptor G6b (Protein G6b)	MPIG6B C6orf25 G6B G6B-B	Homo sapiens (Human)	241
O95868	reviewed	LY66D_HUMAN	Lymphocyte antigen 6 complex locus protein G6d (Protein Ly6-D) (Megakaryocyte-enhanced gene transcript 1 protein)	LY6G6D C6orf23 G6D MEGT1 NG25	Homo sapiens (Human)	133
O95876	reviewed	FRITZ_HUMAN	WD repeat-containing and planar cell polarity effector protein fritz homolog (hFRTZ) (Bardet-Biedl syndrome 15 protein) (WD repeat-containing and planar cell polarity effector protein)	WDPCP BBS15 C2orf86 FRITZ	Homo sapiens (Human)	746
O95881	reviewed	TXD12_HUMAN	Thioredoxin domain-containing protein 12 (EC 1.8.4.2) (Endoplasmic reticulum resident protein 18) (ER protein 18) (ERp18) (Endoplasmic reticulum resident protein 19) (ER protein 19) (ERp19) (Thioredoxin-like protein p19) (hTLP19)	TXNDC12 TLP19 UNQ713/PRO1376	Homo sapiens (Human)	172
O95926	reviewed	SYF2_HUMAN	Pre-mRNA-splicing factor SYF2 (CCNDBP1-interactor) (p29)	SYF2 CBPIN GCIPIP	Homo sapiens (Human)	243
O95931	reviewed	CBX7_HUMAN	Chromobox protein homolog 7	CBX7	Homo sapiens (Human)	251
O95944	reviewed	NCTR2_HUMAN	Natural cytotoxicity triggering receptor 2 (Lymphocyte antigen 95 homolog) (NK cell-activating receptor) (Natural killer cell p44-related protein) (NK-p44) (NKp44) (CD antigen CD336)	NCR2 LY95	Homo sapiens (Human)	276
O95948	reviewed	ONEC2_HUMAN	One cut domain family member 2 (Hepatocyte nuclear factor 6-beta) (HNF-6-beta) (One cut homeobox 2) (Transcription factor ONECUT-2) (OC-2)	ONECUT2 HNF6B	Homo sapiens (Human)	504
O95967	reviewed	FBLN4_HUMAN	EGF-containing fibulin-like extracellular matrix protein 2 (Fibulin-4) (FIBL-4) (Protein UPH1)	EFEMP2 FBLN4 UNQ200/PRO226	Homo sapiens (Human)	443
O95970	reviewed	LGI1_HUMAN	Leucine-rich glioma-inactivated protein 1 (Epitempin-1)	LGI1 EPT UNQ775/PRO1569	Homo sapiens (Human)	557
O95971	reviewed	BY55_HUMAN	CD160 antigen (Natural killer cell receptor BY55) (CD antigen CD160) [Cleaved into: CD160 antigen, soluble form]	CD160 BY55	Homo sapiens (Human)	181
O95977	reviewed	S1PR4_HUMAN	Sphingosine 1-phosphate receptor 4 (S1P receptor 4) (S1P4) (Endothelial differentiation G-protein coupled receptor 6) (Sphingosine 1-phosphate receptor Edg-6) (S1P receptor Edg-6)	S1PR4 EDG6	Homo sapiens (Human)	384
O95980	reviewed	RECK_HUMAN	Reversion-inducing cysteine-rich protein with Kazal motifs (hRECK) (Suppressor of tumorigenicity 15 protein)	RECK ST15	Homo sapiens (Human)	971
O95983	reviewed	MBD3_HUMAN	Methyl-CpG-binding domain protein 3 (Methyl-CpG-binding protein MBD3)	MBD3	Homo sapiens (Human)	291
O95985	reviewed	TOP3B_HUMAN	DNA topoisomerase 3-beta-1 (EC 5.6.2.1) (DNA topoisomerase III beta-1)	TOP3B TOP3B1	Homo sapiens (Human)	862
O95989	reviewed	NUDT3_HUMAN	Diphosphoinositol polyphosphate phosphohydrolase 1 (DIPP-1) (EC 3.6.1.52) (Diadenosine hexaphosphate hydrolase) (Ap6A hydrolase) (EC 3.6.1.61) (Endopolyphosphatase) (EC 3.6.1.10) (Nucleoside diphosphate-linked moiety X motif 3) (Nudix motif 3) (m7GpppN-mRNA hydrolase) (EC 3.6.1.62) (m7GpppX diphosphatase) (EC 3.6.1.59)	NUDT3 DIPP DIPP1	Homo sapiens (Human)	172
O95994	reviewed	AGR2_HUMAN	Anterior gradient protein 2 homolog (AG-2) (hAG-2) (HPC8) (Secreted cement gland protein XAG-2 homolog)	AGR2 AG2 UNQ515/PRO1030	Homo sapiens (Human)	175
O95995	reviewed	DRC4_HUMAN	Dynein regulatory complex subunit 4 (Growth arrest-specific protein 11) (GAS-11) (Growth arrest-specific protein 8) (GAS-8)	GAS8 DRC4 GAS11	Homo sapiens (Human)	478
O95997	reviewed	PTTG1_HUMAN	Securin (Esp1-associated protein) (Pituitary tumor-transforming gene 1 protein) (Tumor-transforming protein 1) (hPTTG)	PTTG1 EAP1 PTTG TUTR1	Homo sapiens (Human)	202
O95998	reviewed	I18BP_HUMAN	Interleukin-18-binding protein (IL-18BP) (Tadekinig-alfa)	IL18BP	Homo sapiens (Human)	194
O95999	reviewed	BCL10_HUMAN	B-cell lymphoma/leukemia 10 (B-cell CLL/lymphoma 10) (Bcl-10) (CARD-containing molecule enhancing NF-kappa-B) (CARD-like apoptotic protein) (hCLAP) (CED-3/ICH-1 prodomain homologous E10-like regulator) (CIPER) (Cellular homolog of vCARMEN) (cCARMEN) (Cellular-E10) (c-E10) (Mammalian CARD-containing adapter molecule E10) (mE10)	BCL10 CIPER CLAP	Homo sapiens (Human)	233
O96000	reviewed	NDUBA_HUMAN	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 (Complex I-PDSW) (CI-PDSW) (NADH-ubiquinone oxidoreductase PDSW subunit)	NDUFB10	Homo sapiens (Human)	172
O96006	reviewed	ZBED1_HUMAN	E3 SUMO-protein ligase ZBED1 (EC 2.3.2.-) (DNA replication-related element-binding factor) (Putative Ac-like transposable element) (Zinc finger BED domain-containing protein 1) (dREF homolog)	ZBED1 ALTE DREF hDREF KIAA0785 TRAMP	Homo sapiens (Human)	694
O96007	reviewed	MOC2B_HUMAN	Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (MOCO1-B) (Molybdenum cofactor synthesis protein 2 large subunit) (Molybdenum cofactor synthesis protein 2B) (MOCS2B) (Molybdopterin-synthase large subunit) (MPT synthase large subunit)	MOCS2 MCBPE MOCO1	Homo sapiens (Human)	188
O96008	reviewed	TOM40_HUMAN	Mitochondrial import receptor subunit TOM40 homolog (Protein Haymaker) (Translocase of outer membrane 40 kDa subunit homolog) (p38.5)	TOMM40 C19orf1 PEREC1 TOM40	Homo sapiens (Human)	361
O96013	reviewed	PAK4_HUMAN	Serine/threonine-protein kinase PAK 4 (EC 2.7.11.1) (p21-activated kinase 4) (PAK-4)	PAK4 KIAA1142	Homo sapiens (Human)	591
O96017	reviewed	CHK2_HUMAN	Serine/threonine-protein kinase Chk2 (EC 2.7.11.1) (CHK2 checkpoint homolog) (Cds1 homolog) (Hucds1) (hCds1) (Checkpoint kinase 2)	CHEK2 CDS1 CHK2 RAD53	Homo sapiens (Human)	543
O96018	reviewed	APBA3_HUMAN	Amyloid-beta A4 precursor protein-binding family A member 3 (Adapter protein X11gamma) (Neuron-specific X11L2 protein) (Neuronal Munc18-1-interacting protein 3) (Mint-3)	APBA3 MINT3 X11L2	Homo sapiens (Human)	575
O96019	reviewed	ACL6A_HUMAN	Actin-like protein 6A (53 kDa BRG1-associated factor A) (Actin-related protein Baf53a) (ArpNbeta) (BRG1-associated factor 53A) (BAF53A) (INO80 complex subunit K)	ACTL6A BAF53 BAF53A INO80K	Homo sapiens (Human)	429
O96020	reviewed	CCNE2_HUMAN	G1/S-specific cyclin-E2	CCNE2	Homo sapiens (Human)	404
O96028	reviewed	NSD2_HUMAN	Histone-lysine N-methyltransferase NSD2 (EC 2.1.1.357) (Multiple myeloma SET domain-containing protein) (MMSET) (Nuclear SET domain-containing protein 2) (Protein trithorax-5) (Wolf-Hirschhorn syndrome candidate 1 protein)	NSD2 KIAA1090 MMSET TRX5 WHSC1	Homo sapiens (Human)	1365
O96033	reviewed	MOC2A_HUMAN	Molybdopterin synthase sulfur carrier subunit (MOCO1-A) (Molybdenum cofactor synthesis protein 2 small subunit) (Molybdenum cofactor synthesis protein 2A) (MOCS2A) (Molybdopterin-synthase small subunit) (Sulfur carrier protein MOCS2A)	MOCS2 MOCO1	Homo sapiens (Human)	88
P00156	reviewed	CYB_HUMAN	Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit)	MT-CYB COB CYTB MTCYB	Homo sapiens (Human)	380
P00167	reviewed	CYB5_HUMAN	Cytochrome b5 (Microsomal cytochrome b5 type A) (MCB5)	CYB5A CYB5	Homo sapiens (Human)	134
P00325	reviewed	ADH1B_HUMAN	All-trans-retinol dehydrogenase [NAD(+)] ADH1B (EC 1.1.1.105) (Alcohol dehydrogenase 1B) (Alcohol dehydrogenase subunit beta)	ADH1B ADH2	Homo sapiens (Human)	375
P00326	reviewed	ADH1G_HUMAN	Alcohol dehydrogenase 1C (EC 1.1.1.1) (Alcohol dehydrogenase subunit gamma)	ADH1C ADH3	Homo sapiens (Human)	375
P00338	reviewed	LDHA_HUMAN	L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27) (Cell proliferation-inducing gene 19 protein) (LDH muscle subunit) (LDH-M) (Renal carcinoma antigen NY-REN-59)	LDHA PIG19	Homo sapiens (Human)	332
P00352	reviewed	AL1A1_HUMAN	Aldehyde dehydrogenase 1A1 (EC 1.2.1.19) (EC 1.2.1.28) (EC 1.2.1.3) (EC 1.2.1.36) (3-deoxyglucosone dehydrogenase) (ALDH-E1) (ALHDII) (Aldehyde dehydrogenase family 1 member A1) (Aldehyde dehydrogenase, cytosolic) (Retinal dehydrogenase 1) (RALDH 1) (RalDH1)	ALDH1A1 ALDC ALDH1 PUMB1	Homo sapiens (Human)	501
P00367	reviewed	DHE3_HUMAN	Glutamate dehydrogenase 1, mitochondrial (GDH 1) (EC 1.4.1.3)	GLUD1 GLUD	Homo sapiens (Human)	558
P00374	reviewed	DYR_HUMAN	Dihydrofolate reductase (EC 1.5.1.3)	DHFR	Homo sapiens (Human)	187
P00387	reviewed	NB5R3_HUMAN	NADH-cytochrome b5 reductase 3 (B5R) (Cytochrome b5 reductase) (EC 1.6.2.2) (Diaphorase-1)	CYB5R3 DIA1	Homo sapiens (Human)	301
P00390	reviewed	GSHR_HUMAN	Glutathione reductase, mitochondrial (GR) (GRase) (EC 1.8.1.7)	GSR GLUR GRD1	Homo sapiens (Human)	522
P00395	reviewed	COX1_HUMAN	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	MT-CO1 COI COXI MTCO1	Homo sapiens (Human)	513
P00403	reviewed	COX2_HUMAN	Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II)	MT-CO2 COII COX2 COXII MTCO2	Homo sapiens (Human)	227
P00414	reviewed	COX3_HUMAN	Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide III)	MT-CO3 COIII COXIII MTCO3	Homo sapiens (Human)	261
P00439	reviewed	PH4H_HUMAN	Phenylalanine-4-hydroxylase (PAH) (EC 1.14.16.1) (Phe-4-monooxygenase)	PAH	Homo sapiens (Human)	452
P00441	reviewed	SODC_HUMAN	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Superoxide dismutase 1) (hSod1)	SOD1	Homo sapiens (Human)	154
P00450	reviewed	CERU_HUMAN	Ceruloplasmin (Cuproxidase ceruloplasmin) (EC 1.16.3.4) (Ferroxidase ceruloplasmin) (EC 1.16.3.1) (Glutathione peroxidase ceruloplasmin) (EC 1.11.1.9) (Glutathione-dependent peroxiredoxin ceruloplasmin) (EC 1.11.1.27)	CP	Homo sapiens (Human)	1065
P00451	reviewed	FA8_HUMAN	Coagulation factor VIII (Antihemophilic factor) (AHF) (Procoagulant component) [Cleaved into: Factor VIIIa heavy chain, 200 kDa isoform; Factor VIIIa heavy chain, 92 kDa isoform; Factor VIII B chain; Factor VIIIa light chain]	F8 F8C	Homo sapiens (Human)	2351
P00480	reviewed	OTC_HUMAN	Ornithine transcarbamylase, mitochondrial (OTCase) (EC 2.1.3.3) (Ornithine carbamoyltransferase, mitochondrial)	OTC	Homo sapiens (Human)	354
P00488	reviewed	F13A_HUMAN	Coagulation factor XIII A chain (Coagulation factor XIIIa) (EC 2.3.2.13) (Protein-glutamine gamma-glutamyltransferase A chain) (Transglutaminase A chain)	F13A1 F13A	Homo sapiens (Human)	732
